,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
5533,red,2.163323025660538,-0.1743533871447778,0.0,0.3364722366212129,-2.7333680090865,3.1780538303479458,33.0,0.9954,3.27,-0.5978370007556204,9.7,5
5534,red,2.2617630984737906,-0.12783337150988489,0.28,0.8754687373538999,-2.4534079827286295,3.4011973816621555,147.0,0.9979,3.24,-0.6348782724359695,9.4,5
5535,red,2.2512917986064953,-0.12216763397420753,0.27,0.8329091229351039,-2.4769384801388235,3.4339872044851463,145.0,0.9978,3.24,-0.6348782724359695,9.4,5
5536,red,2.0412203288596382,-0.0888312137066157,0.12,0.7884573603642703,-1.9449106487222299,1.9459101490553132,23.0,0.9964,3.35,-0.4307829160924542,10.2,7
5537,red,2.186051276738094,-1.2378743560016174,0.35,0.6418538861723947,-2.703062659591171,3.2188758248682006,57.0,0.997,3.18,0.3074846997479607,10.3,6
5538,red,2.2925347571405443,-0.616186139423817,0.45,0.8329091229351039,-2.645075401940822,2.772588722239781,40.0,0.9991,3.39,-0.4780358009429998,9.4,5
5539,red,2.2512917986064953,-0.527632742082372,0.44,0.8329091229351039,-2.645075401940822,3.044522437723423,68.0,0.9992,3.46,-0.4620354595965587,9.5,5
5540,red,2.2925347571405443,-0.616186139423817,0.45,0.8329091229351039,-2.645075401940822,2.772588722239781,40.0,0.9991,3.39,-0.4780358009429998,9.4,5
5541,red,2.2512917986064953,-0.527632742082372,0.44,0.8329091229351039,-2.645075401940822,3.044522437723423,68.0,0.9992,3.46,-0.4620354595965587,9.5,5
5542,red,2.2925347571405443,-0.616186139423817,0.45,0.8329091229351039,-2.645075401940822,2.772588722239781,40.0,0.9991,3.39,-0.4780358009429998,9.4,5
5543,red,2.0541237336955462,-0.4462871026284195,0.1,1.791759469228055,-2.162823150618887,1.6094379124341003,11.0,0.9984,3.37,-0.37106368139083207,10.1,7
5544,red,1.9878743481543455,-0.40047756659712525,0.05,1.2809338454620642,-2.234926444520231,1.791759469228055,20.0,0.9972,3.4,-0.4620354595965587,10.1,5
5545,red,2.1162555148025524,-0.16841865162496325,0.01,0.7884573603642703,-2.659260036932778,1.6094379124341003,14.0,0.9967,3.32,-0.5447271754416722,11.0,4
5546,red,2.163323025660538,-0.7339691750802004,0.3,1.0296194171811581,-2.7181005369557116,2.302585092994046,28.0,0.9964,3.33,-0.40047756659712525,11.2,7
5547,red,1.9021075263969205,-0.8675005677047231,0.27,2.151762203259462,-2.6882475738060303,3.1780538303479458,148.0,0.9948,3.16,-0.5621189181535413,11.3,6
5548,red,2.3702437414678603,-0.843970070294529,0.39,0.7884573603642703,-2.24431618487007,2.0794415416798357,32.0,0.9986,2.89,-0.6931471805599453,9.6,5
5549,red,2.2823823856765264,-0.12783337150988489,0.25,0.9162907318741551,-2.2633643798407643,3.5553480614894135,155.0,1.001,3.41,-0.40047756659712525,11.2,5
5550,red,2.766319109226186,-1.0216512475319814,0.65,2.0149030205422647,-2.3434070875143007,3.091042453358316,71.0,0.9976,2.98,-0.1743533871447778,14.9,5
5551,red,2.2407096892759584,-1.1086626245216111,0.59,1.0296194171811581,-2.5383074265151158,2.1972245773362196,30.0,0.9976,3.12,-0.616186139423817,12.0,6
5552,red,2.151762203259462,-0.7550225842780328,0.47,0.8754687373538999,-2.6036901857779675,1.9459101490553132,29.0,0.9979,3.08,-0.7765287894989963,9.5,5
5553,red,2.272125885509337,-0.5978370007556204,0.17,1.0647107369924282,-2.4418471603275536,2.995732273553991,53.0,1.0004,3.14,-0.4942963218147801,9.4,5
5554,red,2.3702437414678603,-0.843970070294529,0.39,0.7884573603642703,-2.24431618487007,2.0794415416798357,32.0,0.9986,2.89,-0.6931471805599453,9.6,5
5555,red,2.4849066497880004,-0.6931471805599453,0.59,0.3364722366212129,-2.617295837833746,3.1354942159291497,42.0,0.998,2.92,-0.3856624808119846,10.5,7
5556,red,1.9740810260220096,-0.6539264674066639,0.07,0.3364722366212129,-2.6036901857779675,1.6094379124341003,20.0,0.9973,3.32,-0.21072103131565253,9.6,6
5557,red,1.9600947840472698,-0.1743533871447778,0.02,1.4816045409242156,-2.3434070875143007,1.6094379124341003,13.0,0.997,3.41,-0.5621189181535413,11.0,4
5558,red,1.9740810260220096,-0.6539264674066639,0.07,0.3364722366212129,-2.6036901857779675,1.6094379124341003,20.0,0.9973,3.32,-0.21072103131565253,9.6,6
5559,red,2.0149030205422647,-0.8675005677047231,0.31,0.47000362924573563,-2.5257286443082556,2.70805020110221,42.0,0.9978,3.31,-0.4462871026284195,9.0,5
5560,red,1.9740810260220096,-0.5621189181535413,0.06,0.47000362924573563,-2.577021938695806,2.1972245773362196,27.0,0.9972,3.36,-0.35667494393873245,9.6,6
5561,red,2.312535423847214,-1.2729656758128873,0.46,0.5877866649021191,-2.995732273553991,1.6094379124341003,13.0,0.9974,3.04,-0.23572233352106983,10.2,6
5562,red,2.4932054526026954,-0.916290731874155,0.52,0.6931471805599453,-2.385966701933097,2.70805020110221,54.0,1.0,3.03,-0.4155154439616658,10.2,5
5563,red,2.2407096892759584,-0.527632742082372,0.14,0.6931471805599453,-2.4769384801388235,3.2188758248682006,48.0,0.9981,3.14,-0.579818495252942,9.7,5
5564,red,2.1162555148025524,-0.7133498878774648,0.36,0.5877866649021191,-1.5050778971098575,1.791759469228055,16.0,0.998,3.18,-0.5108256237659907,9.5,6
5565,red,2.424802725718295,-1.0788096613719298,0.45,0.6931471805599453,-2.501036031717884,1.791759469228055,15.0,0.9988,2.94,-0.4155154439616658,9.2,6
5566,red,2.302585092994046,-0.31471074483970024,0.43,0.8329091229351039,-2.8302178350764176,2.70805020110221,31.0,0.9966,3.15,-0.5621189181535413,11.0,5
5567,red,2.424802725718295,-1.0788096613719298,0.45,0.6931471805599453,-2.501036031717884,1.791759469228055,15.0,0.9988,2.94,-0.4155154439616658,9.2,6
5568,red,1.9315214116032138,-0.916290731874155,0.24,0.9162907318741551,-2.488914671185539,3.4011973816621555,45.0,0.9959,3.26,-0.5447271754416722,10.0,5
5569,red,2.1041341542702074,-0.31471074483970024,0.21,0.5306282510621704,-2.6036901857779675,1.6094379124341003,13.0,0.9968,3.2,-0.6539264674066639,9.5,5
5570,red,2.2823823856765264,0.2151113796169455,0.34,0.6931471805599453,-2.5383074265151158,3.4657359027997265,151.0,0.998,3.15,-0.6348782724359695,9.5,5
5571,red,2.1041341542702074,-0.31471074483970024,0.21,0.5306282510621704,-2.6036901857779675,1.6094379124341003,13.0,0.9968,3.2,-0.6539264674066639,9.5,5
5572,red,2.379546134130174,-0.916290731874155,0.41,0.7884573603642703,-2.4769384801388235,1.9459101490553132,17.0,0.9984,3.08,-0.40047756659712525,9.3,6
5573,red,2.2300144001592104,-0.8915981192837836,0.39,0.7884573603642703,-2.7488721956224653,2.4849066497880004,31.0,0.9984,3.26,-0.4307829160924542,10.2,5
5574,red,2.379546134130174,-0.916290731874155,0.41,0.7884573603642703,-2.4769384801388235,1.9459101490553132,17.0,0.9984,3.08,-0.40047756659712525,9.3,6
5575,red,2.151762203259462,-0.2231435513142097,0.11,0.8329091229351039,-2.4769384801388235,2.4849066497880004,31.0,0.9979,3.4,-0.7339691750802004,9.9,5
5576,red,2.1162555148025524,-0.2484613592984996,0.1,0.9555114450274363,-2.513306124309698,3.8066624897703196,87.0,0.9983,3.48,-0.6348782724359695,10.0,5
5577,red,2.379546134130174,-1.3470736479666092,0.45,1.1939224684724346,-2.8134107167600364,2.995732273553991,49.0,0.9972,3.13,-0.616186139423817,9.6,5
5578,red,2.5877640352277083,-0.843970070294529,0.58,0.6418538861723947,-2.659260036932778,2.70805020110221,40.0,1.0004,3.06,-0.7133498878774648,9.0,5
5579,red,2.0794415416798357,-0.7985076962177716,0.23,0.7884573603642703,-2.364460496712133,2.772588722239781,29.0,0.9962,3.21,-0.7133498878774648,10.2,6
5580,red,2.1400661634962708,-0.7765287894989963,0.31,0.8109302162163288,-2.551046452292545,3.4657359027997265,58.0,0.998,3.33,-0.616186139423817,9.8,5
5581,red,2.0918640616783932,-0.2484613592984996,0.23,0.9555114450274363,-2.8302178350764176,1.6094379124341003,15.0,0.997,3.37,-0.579818495252942,11.3,5
5582,red,2.2823823856765264,-0.020202707317519466,0.32,0.8329091229351039,-2.551046452292545,3.5553480614894135,152.0,0.998,3.25,-0.7339691750802004,9.4,5
5583,red,2.0918640616783932,-0.2484613592984996,0.23,0.9555114450274363,-2.8302178350764176,1.6094379124341003,15.0,0.997,3.37,-0.579818495252942,11.3,5
5584,red,1.9600947840472698,-0.4307829160924542,0.18,0.5877866649021191,-2.659260036932778,2.5649493574615367,40.0,0.997,3.44,-0.5108256237659907,9.1,5
5585,red,2.2082744135228043,-0.4462871026284195,0.23,1.1314021114911006,-2.353878387381596,2.5649493574615367,38.0,0.9998,3.28,-0.527632742082372,9.7,5
5586,red,2.0412203288596382,-0.4155154439616658,0.04,0.47000362924573563,-3.2441936328524905,1.3862943611198906,9.0,0.9962,3.4,-0.7550225842780328,9.4,5
5587,red,2.0918640616783932,-0.9675840262617056,0.48,0.5877866649021191,-1.851509473633829,1.6094379124341003,17.0,0.9976,3.3,0.04879016416943204,9.4,5
5588,red,2.0014800002101243,0.16974277458709455,0.0,1.4469189829363254,-2.333044300478754,1.6094379124341003,14.0,0.9966,3.63,-0.616186139423817,10.7,3
5589,red,2.2192034840549946,-0.08338160893905101,0.24,0.9555114450274363,-2.4418471603275536,2.4849066497880004,93.0,0.9998,3.48,-0.616186139423817,9.8,5
5590,red,2.151762203259462,-0.7133498878774648,0.51,0.6931471805599453,-0.8627499649461253,2.772588722239781,62.0,0.9979,3.03,0.1570037488096647,9.0,5
5591,red,2.1972245773362196,-0.7339691750802004,0.32,1.0296194171811581,-2.4769384801388235,3.044522437723423,122.0,0.9984,3.32,-0.4780358009429998,9.4,5
5592,red,2.1972245773362196,-0.7550225842780328,0.31,0.9932517730102834,-2.4769384801388235,3.1780538303479458,125.0,0.9984,3.31,-0.4942963218147801,9.4,5
5593,red,1.62924053973028,-0.7550225842780328,0.02,0.26236426446749106,-3.3813947543659757,2.8903717578961645,44.0,0.9921,3.9,-0.4780358009429998,12.8,6
5594,red,1.9459101490553132,-0.4307829160924542,0.02,0.7419373447293773,-2.7181005369557116,2.0794415416798357,25.0,0.9972,3.47,-0.40047756659712525,9.5,6
5595,red,1.9459101490553132,-0.4307829160924542,0.02,0.7419373447293773,-2.7181005369557116,2.0794415416798357,25.0,0.9972,3.47,-0.40047756659712525,9.5,6
5596,red,2.2407096892759584,-0.4861330111756192,0.28,1.1631508098056809,-2.4418471603275536,2.8903717578961645,72.0,1.0001,3.31,-0.6348782724359695,9.7,5
5597,red,2.468099531471619,-0.9675840262617056,0.55,0.7419373447293773,-2.645075401940822,1.6094379124341003,19.0,0.9986,3.11,-0.4780358009429998,10.8,6
5598,red,2.3608540011180215,0.01980262729617973,0.43,1.0647107369924282,-2.577021938695806,3.258096538021482,88.0,0.9984,3.08,-0.5621189181535413,10.1,6
5599,red,1.9459101490553132,-0.4307829160924542,0.02,0.7419373447293773,-2.7181005369557116,2.0794415416798357,25.0,0.9972,3.47,-0.40047756659712525,9.5,6
5600,red,1.9459101490553132,-0.4462871026284195,0.02,0.7419373447293773,-2.703062659591171,2.1972245773362196,23.0,0.997,3.47,-0.40047756659712525,9.4,6
5601,red,2.0149030205422647,-0.9675840262617056,0.48,0.9555114450274363,-2.617295837833746,3.091042453358316,84.0,0.9972,3.32,-0.35667494393873245,9.6,4
5602,red,2.2082744135228043,-0.2678794451556012,0.04,0.47000362924573563,-2.551046452292545,1.3862943611198906,14.0,0.998,3.29,-0.616186139423817,9.7,4
5603,red,2.128231705849268,0.03440142671733232,0.15,1.791759469228055,-2.617295837833746,2.3978952727983707,54.0,0.999,3.37,-0.7133498878774648,9.9,5
5604,red,1.9459101490553132,-0.2484613592984996,0.08,0.6931471805599453,-2.375155785828881,2.302585092994046,19.0,0.9956,3.4,-0.7550225842780328,10.0,5
5605,red,2.0014800002101243,-0.7133498878774648,0.19,1.0986122886681098,-2.563949857128453,2.772588722239781,37.0,0.9966,3.37,-0.6733445532637656,10.5,5
5606,red,2.0541237336955462,-0.6069694843188929,0.12,0.9162907318741551,-2.6882475738060303,2.3978952727983707,35.0,0.996,3.34,-0.4942963218147801,11.6,6
5607,red,2.272125885509337,-1.171182981502945,0.47,0.47000362924573563,-2.7806208939370456,2.5649493574615367,33.0,0.9983,3.27,-0.4155154439616658,10.0,6
5608,red,2.3608540011180215,0.024692612590371414,0.43,1.0296194171811581,-2.5257286443082556,3.044522437723423,84.0,0.9985,3.06,-0.5621189181535413,10.1,5
5609,red,2.186051276738094,-0.5709295478356962,0.34,1.0986122886681098,-2.375155785828881,2.772588722239781,112.0,0.9998,3.38,-0.4942963218147801,9.5,5
5610,red,2.163323025660538,-0.37106368139083207,0.0,1.1631508098056809,-2.4769384801388235,2.5649493574615367,33.0,0.9992,3.36,-0.7985076962177716,9.4,5
5611,red,2.0794415416798357,-0.843970070294529,0.36,0.8329091229351039,-2.5902671654458267,2.302585092994046,48.0,0.9976,3.34,-0.7765287894989963,9.4,5
5612,red,2.2925347571405443,-0.3011050927839216,0.28,0.9555114450274363,-2.551046452292545,3.044522437723423,77.0,0.998,3.28,-0.6733445532637656,9.8,5
5613,red,1.9740810260220096,-0.7133498878774648,0.18,0.9932517730102834,-2.6736487743848776,2.5649493574615367,34.0,0.9967,3.29,-0.7339691750802004,9.2,6
5614,red,2.0794415416798357,-0.843970070294529,0.36,0.8329091229351039,-2.5902671654458267,2.302585092994046,48.0,0.9976,3.34,-0.7765287894989963,9.4,5
5615,red,2.028148247292285,-0.7765287894989963,0.11,0.9555114450274363,-2.5383074265151158,2.4849066497880004,49.0,0.9968,3.21,-0.5621189181535413,10.0,5
5616,red,2.128231705849268,-0.579818495252942,0.04,0.6931471805599453,-2.501036031717884,2.302585092994046,22.0,0.9976,3.22,-0.8209805520698302,9.6,5
5617,red,1.9600947840472698,-0.4155154439616658,0.0,1.3609765531356006,-2.4534079827286295,2.833213344056216,45.0,0.9976,3.46,-0.616186139423817,9.5,5
5618,red,2.128231705849268,-0.579818495252942,0.04,0.6931471805599453,-2.501036031717884,2.302585092994046,22.0,0.9976,3.22,-0.8209805520698302,9.6,5
5619,red,2.186051276738094,-0.7339691750802004,0.24,1.0473189942805592,-2.364460496712133,3.5553480614894135,106.0,0.9982,3.1,-0.6348782724359695,9.2,5
5620,red,2.028148247292285,-0.8675005677047231,0.08,0.9932517730102834,-2.4769384801388235,2.70805020110221,48.0,0.9968,3.21,-0.527632742082372,10.0,5
5621,red,1.9600947840472698,-1.171182981502945,0.3,0.7884573603642703,-2.9374633654300153,3.58351893845611,127.0,0.9965,2.94,0.4824261492442928,9.5,5
5622,red,2.0149030205422647,0.10885440491208208,0.1,1.1314021114911006,-2.4534079827286295,1.6094379124341003,12.0,0.9958,3.54,-0.5108256237659907,11.2,4
5623,red,2.1972245773362196,-0.4155154439616658,0.17,1.0986122886681098,-2.563949857128453,1.6094379124341003,13.0,0.9976,3.29,-0.5978370007556204,10.4,5
5624,red,2.0918640616783932,-0.3285040669720361,0.09,1.0296194171811581,-2.4769384801388235,2.8903717578961645,49.0,0.9994,3.43,-0.3285040669720361,11.1,6
5625,red,1.8562979903656263,-0.5621189181535413,0.02,0.5877866649021191,-2.703062659591171,1.3862943611198906,11.0,0.997,3.46,-0.3856624808119846,9.5,5
5626,red,1.8562979903656263,-0.5621189181535413,0.02,0.5877866649021191,-2.703062659591171,1.3862943611198906,11.0,0.997,3.46,-0.3856624808119846,9.5,5
5627,red,1.8562979903656263,-0.14502577205025774,0.03,1.1631508098056809,-2.645075401940822,3.295836866004329,58.0,0.995,3.61,-0.7133498878774648,12.7,6
5628,red,2.2512917986064953,-0.5978370007556204,0.66,0.8329091229351039,-0.9493305859523552,2.4849066497880004,37.0,0.9982,3.17,-0.40047756659712525,9.6,5
5629,red,2.186051276738094,-0.13353139262452263,0.13,1.2383742310432684,-2.430418464503931,1.3862943611198906,14.0,0.9994,3.44,-0.6539264674066639,11.5,5
5630,red,1.9878743481543455,-0.18032355413128162,0.03,0.7419373447293773,-2.385966701933097,2.302585092994046,19.0,0.9966,3.39,-0.7550225842780328,9.6,5
5631,red,1.9459101490553132,-0.7985076962177716,0.34,0.9932517730102834,-2.501036031717884,2.772588722239781,72.0,0.998,3.55,-0.5108256237659907,9.5,5
5632,red,2.0412203288596382,-0.579818495252942,0.2,0.6931471805599453,-2.5902671654458267,2.1972245773362196,39.0,0.9987,3.48,-0.4780358009429998,9.3,5
5633,red,2.0412203288596382,-0.03562717764315116,0.1,0.7419373447293773,-2.1892564076870427,2.3978952727983707,22.0,0.9963,3.26,-0.6931471805599453,9.5,5
5634,red,2.0412203288596382,-0.03562717764315116,0.1,0.7419373447293773,-2.1892564076870427,2.3978952727983707,22.0,0.9963,3.26,-0.6931471805599453,9.5,5
5635,red,2.1041341542702074,-0.527632742082372,0.0,0.9162907318741551,-2.375155785828881,2.9444389791664403,58.0,1.0002,3.5,-0.4307829160924542,9.3,6
5636,red,2.1972245773362196,-0.7765287894989963,0.23,1.0296194171811581,-2.385966701933097,3.332204510175204,104.0,0.9983,3.1,-0.579818495252942,9.2,5
5637,red,2.1972245773362196,-0.37106368139083207,0.0,0.8754687373538999,-2.430418464503931,2.9444389791664403,38.0,0.999,3.35,-0.5108256237659907,9.3,5
5638,red,2.1162555148025524,-0.2744368457017603,0.29,1.4350845252893227,-2.5902671654458267,2.4849066497880004,16.0,0.9965,3.45,-0.3856624808119846,11.5,6
5639,red,2.2192034840549946,-0.6348782724359695,0.24,0.9555114450274363,-2.551046452292545,3.332204510175204,139.0,0.99788,3.21,-0.5621189181535413,9.5,5
5640,red,1.8718021769015913,-0.4861330111756192,0.0,0.6418538861723947,-2.7333680090865,2.1972245773362196,18.0,0.9972,3.46,-0.4307829160924542,9.2,5
5641,red,2.451005098112319,-0.8915981192837836,0.58,1.0296194171811581,-2.3434070875143007,3.2188758248682006,101.0,1.00024,3.13,-0.6348782724359695,10.0,5
5642,red,2.4069451083182885,-0.941608539858445,0.54,0.9932517730102834,-2.353878387381596,3.044522437723423,101.0,1.0001,3.13,-0.6733445532637656,9.5,5
5643,red,1.9878743481543455,-0.6733445532637656,0.18,0.7419373447293773,-2.659260036932778,2.4849066497880004,28.0,0.99768,3.52,-0.31471074483970024,9.5,6
5644,red,2.1041341542702074,-1.0788096613719298,0.38,0.9162907318741551,-2.5257286443082556,2.4849066497880004,57.0,0.9978,3.3,-0.7550225842780328,9.0,6
5645,red,2.151762203259462,-1.1086626245216111,0.4,0.9555114450274363,-2.488914671185539,2.772588722239781,68.0,0.99782,3.3,-0.7339691750802004,9.4,5
5646,red,1.9740810260220096,-0.6931471805599453,0.18,0.7419373447293773,-2.645075401940822,2.4849066497880004,31.0,0.99761,3.52,-0.3285040669720361,9.6,6
5647,red,1.9878743481543455,-0.6733445532637656,0.18,0.7419373447293773,-2.659260036932778,2.4849066497880004,28.0,0.99768,3.52,-0.31471074483970024,9.5,6
5648,red,2.1162555148025524,-0.4307829160924542,0.1,1.0647107369924282,-2.419118909249997,2.833213344056216,40.0,0.99803,3.29,-0.5978370007556204,9.5,5
5649,red,2.1162555148025524,-0.4307829160924542,0.1,1.0647107369924282,-2.419118909249997,2.833213344056216,40.0,0.99803,3.29,-0.5978370007556204,9.5,5
5650,red,2.028148247292285,-0.616186139423817,0.13,0.9162907318741551,-2.333044300478754,3.1780538303479458,66.0,0.99785,3.39,-0.4942963218147801,9.4,5
5651,red,2.1162555148025524,-0.4307829160924542,0.1,1.0647107369924282,-2.419118909249997,2.833213344056216,40.0,0.99803,3.29,-0.5978370007556204,9.5,5
5652,red,2.0541237336955462,-0.7339691750802004,0.68,0.5306282510621704,-0.8794767587514388,2.6390573296152584,32.0,0.99656,3.09,0.058268908123975824,9.1,6
5653,red,2.0541237336955462,-0.09431067947124129,0.07,0.6418538861723947,-2.8473122684357177,3.091042453358316,47.0,0.99525,3.51,-0.843970070294529,10.7,6
5654,red,1.840549633397487,-0.020202707317519466,0.01,0.6931471805599453,-2.864704011147587,2.70805020110221,33.0,0.99488,3.6,-0.7765287894989963,11.2,6
5655,red,2.0918640616783932,-0.13926206733350766,0.0,0.7884573603642703,-2.4769384801388235,2.302585092994046,31.0,0.99656,3.25,-0.6931471805599453,9.8,5
5656,red,2.0918640616783932,-0.13926206733350766,0.0,0.7884573603642703,-2.4769384801388235,2.302585092994046,31.0,0.99656,3.25,-0.6931471805599453,9.8,5
5657,red,2.174751721484161,-0.8675005677047231,0.21,0.9162907318741551,-2.385966701933097,3.4965075614664802,88.0,0.99823,3.19,-0.6539264674066639,9.2,5
5658,red,2.1972245773362196,-0.5447271754416722,0.25,1.0296194171811581,-2.5902671654458267,2.1972245773362196,104.0,0.99779,3.23,-0.5621189181535413,9.7,5
5659,red,2.2300144001592104,-0.4231200433468851,0.26,0.6931471805599453,-2.3434070875143007,1.6094379124341003,35.0,0.99738,3.25,-0.8675005677047231,9.6,5
5660,red,2.174751721484161,-0.35667494393873245,0.0,0.5306282510621704,-2.6736487743848776,2.0794415416798357,19.0,0.99701,3.31,-0.6348782724359695,10.0,6
